"story_id","nl","folio_gold_fol","siv_canonical_fol","top_formula_case","structural_class","recall","category","subcategory","error_direction","overlap_ratio","failed_tests","notes"
"426","James will appear in the company today if and only if he is a manager.","¬(Manager(james) ⊕ AppearIn(james, company))","(AppearInToday(james, theCompany) <-> Manager(james))","connective","ground_instance","","parse_error","","","","","normalized: -(Manager(james) AppearIn(james, company))"
"198","Monkeypox virus can occur in certain animals.","∃x (Animal(x) ∧ OccurIn(monkeypoxVirus, x))","exists x.(Animal(x) & OccurIn(monkeypoxVirus, x))","quantification","simple_existential","1.0","perfect_agreement","","","1.0","",""
"198","Humans are mammals.","∀x (Human(x) → Mammal(x))","all x.(Human(x) -> Mammal(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"198","Mammals are animals.","∀x (Mammal(x) → Animal(x))","all x.(Mammal(x) -> Animal(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"198","Symptoms of Monkeypox include fever, headache, muscle pains, and tiredness.","∃x (SymptonOf(x, monkeypoxVirus) ∧ (Fever(x) ∨ Headache(x) ∨ MusclePain(x) ∨ Tired(x)))","(SymptomOf(fever, monkeypox) & SymptomOf(headache, monkeypox) & SymptomOf(musclePains, monkeypox) & SymptomOf(tiredness, monkeypox))","connective","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['SymptomOf']; only_gold_preds=['Fever', 'Headache', 'MusclePain', 'SymptonOf', 'Tired']"
"0","There are six types of wild turkeys: Eastern wild turkey, Osceola wild turkey, Gould’s wild turkey, Merriam’s wild turkey, Rio Grande wild turkey, and Ocellated wild turkey.","∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))","(TypeOfWildTurkey(easternWildTurkey) & TypeOfWildTurkey(osceolaWildTurkey) & TypeOfWildTurkey(gouldsWildTurkey) & TypeOfWildTurkey(merriamesWildTurkey) & TypeOfWildTurkey(rioGrandeWildTurkey) & TypeOfWildTurkey(ocellatedWildTurkey))","connective","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['TypeOfWildTurkey']; only_gold_preds=['EasternWildTurkey', 'GouldsWildTurkey', 'MerriamsWildTurkey', 'OcellatedWildTurkey', 'OsceolaWildTurkey', 'RiograndeWildTurkey', 'WildTurkey']"
"0","Tom is not an Eastern wild turkey.","¬(EasternWildTurkey(tom))","-EasternWildTurkey(tom)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"0","Tom is not an Osceola wild turkey.","¬(OsceolaWildTurkey(tom))","-OsceolaWildTurkey(tom)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"0","Tom is not a Gould's wild turkey.","¬(GouldsWildTurkey(tom))","-GouldsWildTurkey(tom)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"0","Tom is neither a Merriam's wild turkey nor a Rio Grande wild turkey.","¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))","-((MerriamsWildTurkey(tom) | RioGrandeWildTurkey(tom)))","negation","ground_instance","1.0","perfect_agreement","","","1.0","",""
"0","Tom is a wild turkey.","WildTurkey(tom)","WildTurkey(tom)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"20","A Japanese game company created the game the Legend of Zelda.","Game(theLegendofZelda) ∧ ∃x (Japanese(x) ∧ VideoGameCompany(x) ∧ Created(x, theLegendofZelda))","exists x.(JapaneseGameCompany(x) & Created(x, theLegendOfZelda))","quantification","simple_existential","0.5","vocab_divergence_total","","","0.2","","only_siv_preds=['JapaneseGameCompany']; only_gold_preds=['Game', 'Japanese', 'VideoGameCompany']"
"20","All games on the Top 10 list are made by Japanese game companies.","∀x ∀y ((Game(x) ∧ InTop10(x) ∧ Created(y,x)) → Japanese(y))","all x.((Game(x) & OnList(x, top10List)) -> exists y.(JapaneseGameCompany(y) & MadeBy(x, y)))","quantification","compound_restrictor_universal","0.5","vocab_divergence_total","","","0.143","","only_siv_preds=['JapaneseGameCompany', 'MadeBy', 'OnList']; only_gold_preds=['Created', 'InTop10', 'Japanese']"
"20","If a game sells more than one million copies, then it will be included in the Top 10 list.","∀x ((Game(x) ∧ ∃y(GreaterThan(y, oneMillion) ∧ CopiesSold(x, y))) → Top10(x)))","all x.(Game(x) -> (SellsMoreThanOneMillionCopies(x) -> IncludedInTop10List(x)))","quantification","simple_universal","","parse_error","","","","","normalized: all x ((Game(x) & exists y(GreaterThan(y, oneMillion) & CopiesSold(x, y))) -> Top10(x)))"
"20","The Legend of Zelda sold more than one million copies.","∃y(GreaterThan(y, oneMillion) ∧ CopiesSold(theLegendofZelda,y))","SoldMoreThanOneMillionCopies(theLegendOfZelda)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['SoldMoreThanOneMillionCopies']; only_gold_preds=['CopiesSold', 'GreaterThan']"
"282","All squares are four-sided.","∀x (Square(x) → FourSided(x))","all x.(Square(x) -> FourSided(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"282","All four-sided things are shapes.","∀x (FourSided(x) → Shape(x))","all x.(FourSided(x) -> Shape(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"471","All rabbits that can be spotted near the campus are cute.","∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))","all x.((Rabbit(x) & SpottedNear(x, theCampus)) -> Cute(x))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.5","","only_siv_preds=['SpottedNear']; only_gold_preds=['CanBeSpottedNear']"
"471","Some turtles can be spotted near the campus.","∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))","exists x.(Turtle(x) & SpottedNear(x, theCampus))","quantification","simple_existential","0.5","vocab_divergence_partial","","","0.333","","only_siv_preds=['SpottedNear']; only_gold_preds=['CanBeSpottedNear']"
"471","The only animals that can be spotted near the campus are rabbits and squirrels.","∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))","all x.((Animal(x) & CanBeSpottedNear(x, theCampus) & Campus(theCampus)) -> (Rabbit(x) | Squirrel(x)))","quantification","compound_restrictor_universal","","parse_error","","","","","normalized: all x (CanBeSpottedNear(x, campus) -> (Rabbit(x) Squirrel(x)))"
"471","If something is skittish, then it is not calm.","∀x (Skittish(x) → ¬Calm(x))","(Skittish(x) -> -Calm(x))","connective","bare_implies_atomic_antecedent","0.0","alternative_decomposition","structural_test_failure","","1.0","(Skittish(x) -> -Calm(x))","structural_test_failures=1/1"
"471","All the squirrels that can be spotted near the campus are skittish.","∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))","all x.((Squirrel(x) & CanBeSpottedNear(x, theCampus)) -> Skittish(x))","quantification","compound_restrictor_universal","0.0","constant_divergence","","","1.0","all v0.((Squirrel(v0) & CanBeSpottedNear(v0,theCampus)) -> Skittish(v0))","const_only_siv=['theCampus']; const_only_gold=['campus']"
"471","Rockie can be spotted near the campus, and it is calm.","CanBeSpottedNear(rockie, campus) ∧ Calm(rockie)","(SpottedNear(rockie, campus) & Calm(rockie))","connective","ground_instance","0.3333333333333333","vocab_divergence_partial","","","0.333","","only_siv_preds=['SpottedNear']; only_gold_preds=['CanBeSpottedNear']"
"184","""Stranger Things"" is a popular Netflix show.","NetflixShow(strangerThings) ∧ Popular(strangerThings)","PopularNetflixShow(strangerThings)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['PopularNetflixShow']; only_gold_preds=['NetflixShow', 'Popular']"
"184","If a Netflix show is popular, Karen will binge-watch it.","∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))","all x.((NetflixShow(x) & Popular(x)) -> BingeWatch(karen, x))","quantification","compound_restrictor_universal","1.0","perfect_agreement","","","1.0","",""
"184","If and only if Karen binge-watches a Netflix show, she will download it.","∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))","all x.(NetflixShow(x) -> (BingeWatch(karen, x) <-> Download(karen, x)))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"184","Karen does not download ""Black Mirror.""","¬Download(karen, blackMirror)","-Download(karen, blackMirror)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"184","""Black Mirror"" is a Netflix show.","NetflixShow(blackMirror)","NetflixShow(blackMirror)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"184","If Karen binge-watches a Netflix show, she will share it with Lisa.","∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))","all x.(NetflixShow(x) -> (BingeWatch(karen, x) -> ShareWith(karen, lisa)))","quantification","simple_universal","0.0","entity_flattening","ShareWith: SIV arity=2, GOLD arity=3","siv_flattens","1.0","all v0.(NetflixShow(v0) -> (BingeWatch(karen,v0) -> ShareWith(karen,lisa)))","arity_diffs=['ShareWith: SIV arity=2, GOLD arity=3']"
"232","Beijing is the capital of the People's Republic of China.","CapitalOf(beijing, peoplesRepublicOfChina)","CapitalOf(beijing, peoplesRepublicOfChina)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"232","Beijing is the capital city of the world's most populous nation.","∃x (CapitalOf(beijing, x) → WorldsMostPopulousNation(x))","exists x.(MostPopulousNation(x) & CapitalCityOf(beijing, x))","quantification","simple_existential","0.5","vocab_divergence_partial","","","0.25","","only_siv_preds=['CapitalCityOf']; only_gold_preds=['CapitalOf']; stem_matches=[('MostPopulousNation', 'WorldsMostPopulousNation')]"
"232","Beijing is located in Northern China.","LocatedIn(beijing, northernChina)","LocatedIn(beijing, northernChina)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"232","Beijing hosted the 2008 Summer Olympics and 2008 Summer Paralympics Games.","Hosted(beijing, 2008SummerOlympics) ∧ Hosted(beijing, 2008SummerParalympicGames)","(Hosted(beijing, summerOlympics2008) & Hosted(beijing, summerParalympics2008))","connective","ground_instance","0.0","constant_divergence","","","1.0","(Hosted(beijing,summerOlympics2008) & Hosted(beijing,summerParalympics2008)); Hosted(beijing,summerOlympics2008); Hosted(beijing,summerParalympics2008)","const_only_siv=['summerOlympics2008', 'summerParalympics2008']; const_only_gold=['2008SummerOlympics', '2008SummerParalympicGames']"
"232","Many of Beijing's 91 universities consistently rank among the best universities in the world.","∃x (University(x) ∧ InBeijing(x) ∧ ConsistentlyRankAmongTheBestIn(x, theWorld))","exists x.(UniversityInBeijing(x) & RankAmongBestUniversities(x))","quantification","simple_existential","0.5","vocab_divergence_total","","","0.0","","only_siv_preds=['RankAmongBestUniversities', 'UniversityInBeijing']; only_gold_preds=['ConsistentlyRankAmongTheBestIn', 'InBeijing', 'University']"
"452","All aliens are extraterrestrials.","∀x (Alien(x) → Extraterrestrial(x))","all x.(Alien(x) -> Extraterrestrial(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"452","If someone is from Mars, then they are an alien.","∀x (From(x, mars) → Alien(x))","all x.(From(x, mars) -> Alien(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"452","No extraterrestrials are human.","∀x (Extraterrestrial(x) → ¬Human(x))","all x.(Extraterrestrial(x) -> -Human(x))","quantification","simple_universal","1.0","perfect_agreement","","","1.0","",""
"452","All highly intelligent beings from Earth are humans.","∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))","all x.((HighlyIntelligentBeing(x) & From(x, earth)) -> Human(x))","quantification","compound_restrictor_universal","1.0","perfect_agreement","","","1.0","",""
"452","Marvin is a highly intelligent being.","HighlyIntelligentBeing(marvin)","HighlyIntelligentBeing(marvin)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"452","Marvin is either from Earth and from Mars, or he is from neither.","¬(From(marvin, earth) ⊕ From(marvin, mars))","((From(marvin, earth) & From(marvin, mars)) | (-From(marvin, earth) & -From(marvin, mars)))","connective","top_level_disjunction","","parse_error","","","","","normalized: -(From(marvin, earth) From(marvin, mars))"
"452","If Marvin is not from Earth, then Marvin is an extraterrestrial.","¬From(marvin, earth) → Extraterrestrial(marvin)","(-From(marvin, earth) -> Extraterrestrial(marvin))","connective","bare_implies_atomic_antecedent","1.0","perfect_agreement","","","1.0","",""
"340","Everyone at the mixer is a Grand Slam champion or an Oscar-nominated actor.","∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))","all x.(At(x, theMixer) -> (GrandSlamChampion(x) | OscarNominatedActor(x)))","quantification","simple_universal","0.0","vocab_divergence_total","","","0.143","","only_siv_preds=['GrandSlamChampion', 'OscarNominatedActor']; only_gold_preds=['Actor', 'Champion', 'GrandSlam', 'OscarNominated']"
"340","Every Grand Slam champion at the mixer is a professional tennis player.","∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))","all x.((GrandSlamChampion(x) & At(x, theMixer) & Mixer(theMixer)) -> ProfessionalTennisPlayer(x))","quantification","compound_restrictor_universal","","parse_error","","","","","normalized: all x (At(x, mixer) & (GrandSlam(x) & Champion(x) -> Professional(x) & TennisPlayer(x))"
"340","All Oscar-nominated actors at the mixer are celebrities.","∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))","all x.((OscarNominatedActor(x) & At(x, theMixer)) -> Celebrity(x))","quantification","compound_restrictor_universal","","parse_error","","","","","normalized: all x (At(x, mixer) & (OscarNominated(x) & Actor(x) -> Celebrity(x))"
"340","All professional tennis players at the mixer are athletes.","∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))","all x.((ProfessionalTennisPlayer(x) & At(x, theMixer)) -> Athlete(x))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.4","","only_siv_preds=['ProfessionalTennisPlayer']; only_gold_preds=['Professional', 'TennisPlayer']"
"340","If a person at the mixer is a celebrity, then they are well paid.","∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))","all x.((Person(x) & At(x, theMixer) & Mixer(theMixer)) -> (Celebrity(x) -> WellPaid(x)))","quantification","compound_restrictor_universal","0.0","restrictor_collapse","SIV=3 vs GOLD=2 conjuncts","gold_drops_restrictor","0.6","","only_siv_preds=['Mixer', 'Person']; restrictor_conjuncts: SIV=3, GOLD=2"
"340","If a person at the mixer is an athlete, then they are famous.","∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))","all x.((Person(x) & At(x, theMixer)) -> (Athlete(x) -> Famous(x)))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","moderate_overlap","","0.75","","only_siv_preds=['Person']"
"340","All well-paid people at the mixer live in tax havens.","∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))","all x.((WellPaid(x) & Person(x) & At(x, theMixer)) -> exists y.(TaxHaven(y) & LiveIn(x, y)))","quantification","compound_restrictor_universal","0.5","restrictor_collapse","SIV=3 vs GOLD=2 conjuncts","gold_drops_restrictor","0.6","","only_siv_preds=['Person', 'TaxHaven']; restrictor_conjuncts: SIV=3, GOLD=2"
"340","Djokovic is at the mixer: if Djokovic is a famous athlete, then Djokovic is well-paid.","At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))","(At(djokovic, mixer) & (FamousAthlete(djokovic) -> WellPaid(djokovic)))","connective","ground_instance","0.3333333333333333","vocab_divergence_partial","","","0.4","","only_siv_preds=['FamousAthlete']; only_gold_preds=['Athlete', 'Famous']"
"96","Diamond Mine is a professional wrestling stable formed in WWE.","ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)","(ProfessionalWrestlingStable(diamondMine) & FormedIn(diamondMine, wwe))","connective","ground_instance","0.3333333333333333","vocab_divergence_partial","","","0.333","","only_siv_preds=['FormedIn']; only_gold_preds=['In']"
"96","Roderick Strong leads Diamond Mine.","Leads(roderickStrong, diamondMine)","Leads(roderickStrong, diamondMine)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"96","Diamond Mine includes the Creed Brothers and Ivy Nile.","Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)","(Includes(diamondMine, creedBrothers) & Includes(diamondMine, ivyNile))","connective","ground_instance","1.0","perfect_agreement","","","1.0","",""
"96","Imperium has a feud with Diamond Mine.","Feuds(imperium, diamondMine)","HasFeudWith(imperium, diamondMine)","atomic","ground_instance","0.0","vocab_divergence_total","","","0.0","","only_siv_preds=['HasFeudWith']; only_gold_preds=['Feuds']"
"219","Composers write music pieces.","∀x (MusicPiece(x) → ∃y (Composer(y) ∧ Write(y, x)))","all x.(Composer(x) -> exists y.(MusicPiece(y) & Write(x, y)))","quantification","simple_universal","0.5","alternative_decomposition","structural_test_failure","","1.0","all v0.(Composer(v0) -> exists v1.(MusicPiece(v1) & Write(v0,v1)))","structural_test_failures=1/1"
"219","Vienna Music Society is an orchestra.","Orchestra(viennaMusicSociety)","Orchestra(viennaMusicSociety)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"219","Beethoven leads the Vienna Music Society.","Lead(beethoven, viennaMusicSociety)","Lead(beethoven, viennaMusicSociety)","atomic","ground_instance","1.0","perfect_agreement","","","1.0","",""
"219","Orchestras are led by conductors.","∀x (Orchestra(x) → (∃y Conductor(y) ∧ Lead(y, x)))","all x.(Orchestra(x) -> exists y.(Conductor(y) & LedBy(x, y)))","quantification","simple_universal","","parse_error","","","","","normalized: all x (Orchestra(x) -> (exists y Conductor(y) & Lead(y, x)))"
"350","All of Zaha Hadid's design styles that Max adores have interesting geometries.","∀x (Adore(max, x) ∧ ZahaHadid(x) ∧ DesignStyle(x) → InterestingGeometry(x))","all x.((DesignStyleOf(x, zahaHadid) & Adore(max, x)) -> InterestingGeometry(x))","quantification","compound_restrictor_universal","0.0","restrictor_collapse","SIV=2 vs GOLD=3 conjuncts","siv_drops_restrictor","0.6","","only_gold_preds=['ZahaHadid']; stem_matches=[('DesignStyleOf', 'DesignStyle')]; restrictor_conjuncts: SIV=2, GOLD=3"
"350","No brutalist buildings that Max adores have interesting geometries.","∀x (Adore(max, x) ∧ BrutalistBuilding(x) → ¬InterestingGeometry(x))","all x.((BrutalistBuilding(x) & Adore(max, x)) -> -InterestingGeometry(x))","quantification","compound_restrictor_universal","1.0","perfect_agreement","","","1.0","",""
"350","Every style that Max adores is either Zaha Hadid's design style or Kelly Wearstler's design style.","∀x (Adore(max, x) → ((ZahaHadid(x) ∧ DesignStyle(x)) ⊕ (KellyWearstler(x) ∧ DesignStyle(x)))","all x.((Style(x) & Adores(max, x)) -> (ZahaHadidDesignStyle(x) | KellyWearstlerDesignStyle(x)))","quantification","compound_restrictor_universal","","parse_error","","","","","normalized: all x (Adore(max, x) -> ((ZahaHadid(x) & DesignStyle(x)) (KellyWearstler(x) & DesignStyle(x)))"
"350","All of Kelly Wearstler's design styles that Max adores are evocative.","∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Evocative(x))","all x.((DesignStyleOf(x, kellyWearstler) & Adore(max, x)) -> Evocative(x))","quantification","compound_restrictor_universal","0.0","restrictor_collapse","SIV=2 vs GOLD=3 conjuncts","siv_drops_restrictor","0.6","","only_gold_preds=['KellyWearstler']; stem_matches=[('DesignStyleOf', 'DesignStyle')]; restrictor_conjuncts: SIV=2, GOLD=3"
"350","All of Kelly Wearstler's design styles that Max adores are dreamy.","∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Dreamy(x))","all x.((DesignStyleOf(x, kellyWearstler) & Adore(max, x)) -> Dreamy(x))","quantification","compound_restrictor_universal","0.0","restrictor_collapse","SIV=2 vs GOLD=3 conjuncts","siv_drops_restrictor","0.6","","only_gold_preds=['KellyWearstler']; stem_matches=[('DesignStyleOf', 'DesignStyle')]; restrictor_conjuncts: SIV=2, GOLD=3"
"350","If a design by Max that he adores has interesting geometries, then the design is a brutalist building and evocative.","∃x (Adore(max, x) ∧ Design(x) ∧ ByMax(x) ∧ InterestingGeometry(x) → BrutalistBuilding(x) ∧ Evocative(x))","all x.((DesignBy(x, max) & Adores(max, x) & HasInterestingGeometries(x)) -> (BrutalistBuilding(x) & Evocative(x)))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.444","","only_siv_preds=['HasInterestingGeometries']; only_gold_preds=['ByMax', 'InterestingGeometry']; stem_matches=[('Adores', 'Adore'), ('DesignBy', 'Design')]"
"385","If someone is ranked highly by the Women's Tennis Association, then they are one of the most active players in major tennis.","∀x (RankedHighlyBy(x, womensTennisAssociation) → MostActivePlayerIn(x, majorTennis))","all x.((RankedHighlyByWTA(x) -> MostActivePlayerInMajorTennis(x)))","quantification","simple_universal","0.0","vocab_divergence_partial","","","0.25","","only_siv_preds=['MostActivePlayerInMajorTennis']; only_gold_preds=['MostActivePlayerIn']; stem_matches=[('RankedHighlyByWTA', 'RankedHighlyBy')]"
"385","Everyone who lost to Iga Świątek at Roland Garros 2022 is ranked highly by the Women's Tennis Association.","∀x (LostTo(x, świątek) ∧  At(x, rolandGarros2022) → RankedHighlyBy(x, womensTennisAssociation))","all x.((LostToAt(x, igaSwiatek) & LostToAt(x, rolandGarros2022)) -> RankedHighlyBy(x, womensTennisAssociation))","quantification","compound_restrictor_universal","0.0","vocab_divergence_partial","","","0.5","","only_gold_preds=['At']; stem_matches=[('LostToAt', 'LostTo')]"
"385","All female tennis players at Roland Garros 2022 lost to Iga Świątek.","∀x (FemaleTennisPlayer(x) ∧ At(x, rolandGarros2022) → LostTo(x, świątek) ∧  At(x, rolandGarros2022))","all x.((FemaleTennisPlayer(x) & At(x, rolandGarros2022)) -> LostTo(x, igaSwiatek))","quantification","compound_restrictor_universal","0.0","constant_divergence","","","1.0","all v0.((FemaleTennisPlayer(v0) & At(v0,rolandGarros2022)) -> LostTo(v0,igaSwiatek))","const_only_siv=['igaSwiatek']; const_only_gold=['swiatek']"
"385","All tennis players at Roland Garros 2022 are either female or male.","∀x (TennisPlayer(x) ∧ At(x, rolandGarros2022) → (Female(x) ∧ TennisPlayer(x)) ⊕ (Male(x) ∧ TennisPlayer(x)))","all x.((TennisPlayer(x) & At(x, rolandGarros2022)) -> (Female(x) | Male(x)))","quantification","compound_restrictor_universal","","parse_error","","","","","normalized: all x (TennisPlayer(x) & At(x, rolandGarros2022) -> (Female(x) & TennisPlayer(x)) (Male(x) & TennisPlayer(x)))"
