"story_id","nl","folio_gold_fol","siv_canonical_fol","siv_recall","siv_precision","siv_f1","bleu","exact_match"
"340","All well-paid people at the mixer live in tax havens.","∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))","all x.((WellPaid(x) & Person(x) & At(x, theMixer)) -> exists y.(TaxHaven(y) & LiveIn(x, y)))","0.5","1.0","0.6666666666666666","0.18875960786964396","0.0"
"340","Djokovic is at the mixer: if Djokovic is a famous athlete, then Djokovic is well-paid.","At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))","(At(djokovic, mixer) & (FamousAthlete(djokovic) -> WellPaid(djokovic)))","0.3333333333333333","1.0","0.5","0.677593999948928","0.0"
"96","Diamond Mine is a professional wrestling stable formed in WWE.","ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)","(ProfessionalWrestlingStable(diamondMine) & FormedIn(diamondMine, wwe))","0.3333333333333333","1.0","0.5","0.40292759186936566","0.0"
"96","Roderick Strong leads Diamond Mine.","Leads(roderickStrong, diamondMine)","Leads(roderickStrong, diamondMine)","1.0","1.0","1.0","1.0000000000000004","1.0"
"96","Diamond Mine includes the Creed Brothers and Ivy Nile.","Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)","(Includes(diamondMine, creedBrothers) & Includes(diamondMine, ivyNile))","1.0","1.0","1.0","0.8574039191604418","0.0"
"96","Imperium has a feud with Diamond Mine.","Feuds(imperium, diamondMine)","HasFeudWith(imperium, diamondMine)","0.0","1.0","0.0","0.7598356856515927","0.0"
"219","Composers write music pieces.","∀x (MusicPiece(x) → ∃y (Composer(y) ∧ Write(y, x)))","all x.(Composer(x) -> exists y.(MusicPiece(y) & Write(x, y)))","0.5","1.0","0.6666666666666666","0.5483450780609684","0.0"
"219","Vienna Music Society is an orchestra.","Orchestra(viennaMusicSociety)","Orchestra(viennaMusicSociety)","1.0","1.0","1.0","1.0000000000000004","1.0"
"219","Beethoven leads the Vienna Music Society.","Lead(beethoven, viennaMusicSociety)","Leads(beethoven, viennaMusicSociety)","0.0","1.0","0.0","0.7598356856515927","0.0"
"350","All of Zaha Hadid's design styles that Max adores have interesting geometries.","∀x (Adore(max, x) ∧ ZahaHadid(x) ∧ DesignStyle(x) → InterestingGeometry(x))","all x.((DesignStyleOf(x, zahaHadid) & Adore(max, x)) -> InterestingGeometry(x))","0.0","1.0","0.0","0.5208202637221084","0.0"
"350","No brutalist buildings that Max adores have interesting geometries.","∀x (Adore(max, x) ∧ BrutalistBuilding(x) → ¬InterestingGeometry(x))","all x.((BrutalistBuilding(x) & Adores(max, x)) -> -InterestingGeometry(x))","0.0","1.0","0.0","0.6093757276308656","0.0"
"350","All of Kelly Wearstler's design styles that Max adores are evocative.","∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Evocative(x))","all x.((DesignStyleOf(x, kellyWearstler) & Adores(max, x)) -> Evocative(x))","0.0","1.0","0.0","0.4766601676170153","0.0"
"350","All of Kelly Wearstler's design styles that Max adores are dreamy.","∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Dreamy(x))","all x.((DesignStyleOf(x, kellyWearstler) & Adores(max, x)) -> Dreamy(x))","0.0","1.0","0.0","0.4766601676170153","0.0"
"350","If a design by Max that he adores has interesting geometries, then the design is a brutalist building and evocative.","∃x (Adore(max, x) ∧ Design(x) ∧ ByMax(x) ∧ InterestingGeometry(x) → BrutalistBuilding(x) ∧ Evocative(x))","all x.((DesignBy(x, max) & Adores(max, x) & HasInterestingGeometries(x)) -> (BrutalistBuilding(x) & Evocative(x)))","0.0","1.0","0.0","0.4630956329738256","0.0"
"385","If someone is ranked highly by the Women's Tennis Association, then they are one of the most active players in major tennis.","∀x (RankedHighlyBy(x, womensTennisAssociation) → MostActivePlayerIn(x, majorTennis))","all x.((RankedHighlyByWTA(x) -> MostActivePlayerInMajorTennis(x)))","0.0","1.0","0.0","0.1487964117124549","0.0"
"385","Everyone who lost to Iga Świątek at Roland Garros 2022 is ranked highly by the Women's Tennis Association.","∀x (LostTo(x, świątek) ∧  At(x, rolandGarros2022) → RankedHighlyBy(x, womensTennisAssociation))","all x.((LostTo(x, igaSwiatek) & At(x, rolandGarros2022)) -> RankedHighlyBy(x, wta))","0.0","1.0","0.0","0.6085689072807023","0.0"
"385","All female tennis players at Roland Garros 2022 lost to Iga Świątek.","∀x (FemaleTennisPlayer(x) ∧ At(x, rolandGarros2022) → LostTo(x, świątek) ∧  At(x, rolandGarros2022))","all x.((FemaleTennisPlayer(x) & At(x, rolandGarros2022)) -> LostTo(x, igaSwiatek))","0.0","1.0","0.0","0.6277590078563839","0.0"
"385","All male tennis players at Roland Garros in 2022 lost to Rafael Nadal.","∀x (Male(x) ∧ TennisPlayer(x) ∧ At(x, rolandGarros2022) → LostTo(x, świątek) ∧ At(x, rolandGarros2022))","all x.((MaleTennisPlayer(x) & At(x, rolandGarros2022)) -> LostTo(x, rafaelNadal))","0.0","1.0","0.0","0.47815509731693623","0.0"
"385","If Coco Gauff is ranked highly by the Women's Tennis Association or lost to Rafael Nadal, then Coco Gauff is not a male tennis player at Roland Garros 2022.","RankedHighlyBy(cocoGauff, womensTennisAssociation) ∨ (LostTo(cocoGauff, świątek) ∧ LostAt(cocoGauff, rolandGarros2022)) → ¬(Male(cocoGauff) ∧ TennisPlayer(cocoGauff) ∧ AtRolandGarros2022(cocoGauff))","((RankedHighlyBy(cocoGauff, wta) | LostTo(cocoGauff, rafaelNadal)) -> -MaleTennisPlayerAt(cocoGauff, rolandGarros2022))","0.0","","","0.3285955086325902","0.0"
"385","Coco Gauff is at Roland Garros 2022.","TennisPlayer(cocoGauff) ∧ At(cocoGauff, rolandGarros2022)","At(cocoGauff, rolandGarros2022)","1.0","1.0","1.0","0.4617366309441026","0.0"
"256","All cats are mammals.","∀x (Cat(x) → Mammal(x))","all x.(Cat(x) -> Mammal(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"256","Some pets are not mammals.","∃x (Pet(x) ∧ ¬Mammal(x))","exists x.(Pet(x) & -Mammal(x))","1.0","","","0.829288386658654","0.0"
"159","All students who want to have a long vacation have summer as their favorite season.","∀x (Want(x, longvacation) → Favorite(x, summer))","all x.((Student(x) & WantLongVacation(x)) -> exists y.(Summer(y) & FavoriteSeason(x, y)))","0.5","1.0","0.6666666666666666","0.07713254151030853","0.0"
"159","Emma's favorite season is summer.","Favorite(emma, summer)","FavoriteSeason(emma, summer)","0.0","1.0","0.0","0.7598356856515927","0.0"
"159","James wants to have a long vacation.","Want(james, longVacation)","exists x.(LongVacation(x) & WantsToHave(james, x))","0.5","","","0.06132184825737391","0.0"
"343","No digital media are analog.","∀x (DigitalMedia(x) → ¬AnalogMedia(x))","all x.(DigitalMedia(x) -> -Analog(x))","0.0","1.0","0.0","0.6447651430294847","0.0"
"343","Every printed text is analog media.","∀x (PrintedText(x) → AnalogMedia(x))","all x.(PrintedText(x) -> AnalogMedia(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"343","All streaming services are digital media.","∀x (StreamingService(x) → DigitalMedia(x))","all x.(StreamingService(x) -> DigitalMedia(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"343","If an object is a hardcover book, then it is printed text.","∀x (HardcoverBook(x) → PrintedText(x))","all x.(HardcoverBook(x) -> PrintedText(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"343","If 1984 is a streaming service, then 1984 is a hardcover book.","StreamingService(1984) → HardcoverBook(1984)","(StreamingService(nineteenEightyFour) -> HardcoverBook(nineteenEightyFour))","0.0","","","0.3824602282967347","0.0"
"213","All Romance languages are Indo-European languages.","∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))","all x.(RomanceLanguage(x) -> IndoEuropeanLanguage(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"213","Romance languages are a language family.","∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))","LanguageFamily(romanceLanguages)","0.0","1.0","0.0","0.02908317710573757","0.0"
"213","All languages within a language family are related to each other.","∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))","all x.(Language(x) -> all y.((Language(y) & WithinLanguageFamily(x, y)) -> RelatedTo(x, y)))","0.0","1.0","0.0","0.27101108847546096","0.0"
"213","French and Spanish are both Romance languages.","RomanceLanguage(french) ∧ RomanceLanguage(spanish)","(RomanceLanguage(french) & RomanceLanguage(spanish))","1.0","1.0","1.0","0.8007374029168084","0.0"
"213","German is related to Spanish.","Related(german, spanish)","RelatedTo(german, spanish)","0.0","1.0","0.0","0.7598356856515927","0.0"
"213","Basque is not related to any other language.","∀x (Language(x) → ¬Related(basque, x))","all y.(Language(y) -> -RelatedTo(x, y))","0.0","","","0.24791161688405564","0.0"
"79","Robert Lewandowski is a striker.","Striker(robertLewandowski)","Striker(robertLewandowski)","1.0","1.0","1.0","1.0000000000000004","1.0"
"79","Strikers are soccer players.","∀x (Striker(x) → SoccerPlayer(x))","all x.(Striker(x) -> SoccerPlayer(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"79","Robert Lewandowski left Bayern Munchen.","Left(robertLewandowski, bayernMunchen)","Left(robertLewandowski, bayernMunchen)","1.0","1.0","1.0","1.0000000000000004","1.0"
"79","If a player leaves a team they no longer play for that team.","∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))","all x.(Player(x) -> all y.((Team(y) & Leaves(x, y)) -> -PlaysFor(x, y)))","0.0","1.0","0.0","0.3200311363062195","0.0"
"2","Billings is a city in the state of Montana in U.S.","City(billings) ∧ In(billings, montana)","(CityIn(billings, montana) & StateIn(montana, us))","0.0","1.0","0.0","0.2900322213694999","0.0"
"2","The state of Montana includes the cities of Butte, Helena, and Missoula.","City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)","(Includes(montana, butte) & Includes(montana, helena) & Includes(montana, missoula))","0.0","1.0","0.0","0.0932455642743766","0.0"
"2","The city of St Pierre is not in the state of Montana.","City(pierre) ∧ ¬(In(pierre, montana))","-(InState(stPierre, montana))","0.0","1.0","0.0","0.21972813874997152","0.0"
"2","Any city in Butte is not in St Pierre.","∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))","all x.((City(x) & In(x, butte)) -> -In(x, stPierre))","0.0","1.0","0.0","0.5972378844519001","0.0"
"192","An international student in the US with an F1 visa needs to apply for CPT or OPT if the student wants to work in the US.","∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))","exists x.((InternationalStudent(x) & In(x, us) & HasVisa(x, f1Visa)) & (WantsToWorkIn(x, us) -> (NeedsToApplyFor(x, cpt) | NeedsToApplyFor(x, opt))))","0.75","","","0.42826420096327944","0.0"
"192","Mike is an international student.","InternationalStudent(mike)","InternationalStudent(mike)","1.0","1.0","1.0","1.0000000000000004","1.0"
"192","Mike needs to apply for CPT if he wants to work in the US.","WantToWorkIn(x, unitedStates) → Apply(mike, cpt)","(WantsToWorkIn(mike, us) -> NeedsToApplyFor(mike, cpt))","0.0","","","0.3259169224191723","0.0"
"442","All Brown Swiss cattle are cows.","∀x (BrownSwissCattle(x) → Cow(x))","all x.(BrownSwissCattle(x) -> Cow(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"442","Some pets are Brown Swiss Cattle.","∃x (Pet(x) ∧ BrownSwissCattle(x))","exists x.(Pet(x) & BrownSwissCattle(x))","1.0","","","0.8149492131269728","0.0"
"442","All cows are domesticated animals.","∀x (Cow(x) → DomesticatedAnimal(x))","all x.(Cow(x) -> DomesticatedAnimal(x))","1.0","1.0","1.0","0.829288386658654","0.0"
"442","Alligators are not domesticated animals.","∀x (Aligator(x) → ¬DomesticatedAnimal(x))","all x.(Alligator(x) -> -DomesticatedAnimal(x))","0.0","1.0","0.0","0.7135499262437225","0.0"
"442","Ted is an alligator.","Aligator(ted)","Alligator(ted)","0.0","1.0","0.0","0.5946035575013604","0.0"
"234","Yale University is a private Ivy League research university.","PrivateIvyLeagueResearchUniversity(yaleUniversity)","PrivateIvyLeagueResearchUniversity(yaleUniversity)","1.0","1.0","1.0","1.0000000000000004","1.0"
"234","Yale University moved to New Haven in 1716.","MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)","MovedTo(yaleUniversity, newHaven)","1.0","1.0","1.0","0.3805803001674947","0.0"
"234","Yale university's endowment was valued at $42.3 billion.","ValuedAt(yaleUniversitysEndowment, 42point3billion)","exists x.(EndowmentOf(x, yaleUniversity) & ValuedAt(x, value423Billion))","0.0","","","0.026126300161123828","0.0"
"120","Badults is a British Sitcom series starring members of Pappy's.","∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))","(BritishSitcomSeries(badults) & StarsMembersOf(badults, pappys))","0.0","1.0","0.0","0.17002530995746765","0.0"
"120","Badults was piloted in July 2013 on BBC Three.","PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)","(PilotedIn(badults, july2013) & On(badults, bbcThree))","0.3333333333333333","1.0","0.5","0.5078431769269645","0.0"
"120","The Working title ""The Secret Dude Society"" was used for Badults.","WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)","exists x.(exists x.(WorkingTitle(x)) & UsedFor(x, badults))","0.5","","","0.1684578641526478","0.0"
"120","Andrew Collins was the script editor for Badults.","ScriptEditorFor(andrewCollins, badults)","ScriptEditorFor(andrewCollins, badults)","1.0","1.0","1.0","1.0000000000000004","1.0"
"322","All growth stocks are bought to earn profits from rapid price appreciation.","∀x (GrowthStock(x) → BoughtToEarnProfitFrom(x, rapidPriceAppreciation))","all x.(GrowthStock(x) -> exists y.(RapidPriceAppreciation(y) & BoughtToEarnProfits(x, y)))","0.5","1.0","0.6666666666666666","0.2648114172448014","0.0"
"322","If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.","∀x (BoughtToEarnProfitFrom(x, earnProfit, rapidPriceAppreciation) → ¬SuitableFor(x, retirementFund))","(BoughtToEarnProfits(stockPrice) -> -SuitableForRetirementFund(stockPrice))","0.0","","","0.14962848372546667","0.0"
"322","Some stocks are growth stocks.","∃x (Stock(x) ∧ GrowthStock(x))","exists x.(Stock(x) & GrowthStock(x))","1.0","","","0.8149492131269728","0.0"
"322","All mature stocks are suitable for a retirement fund.","∀x (MatureStock(x) → SuitableFor(x, retirementFund))","all x.(MatureStock(x) -> SuitableForRetirementFund(x))","0.0","1.0","0.0","0.4810977290978806","0.0"
"322","KO is a mature stock.","MatureStock(kO)","MatureStock(ko)","1.0","1.0","1.0","0.35355339059327373","0.0"
"83","All vehicle registration plates in Istanbul begin with the number 34.","∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))","all x.((VehicleRegistrationPlate(x) & In(x, istanbul)) -> BeginWith34(x))","0.0","1.0","0.0","0.2452545869628582","0.0"
"83","Plates that do not begin with the number 34 are not from Istanbul.","∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))","all x.((Plate(x) & -BeginWith34(x)) -> -FromIstanbul(x))","0.0","1.0","0.0","0.38778155070323456","0.0"
"83","Joe's vehicle registration plate is from Istanbul.","∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))","exists x.(VehicleRegistrationPlateOf(x, joe) & From(x, istanbul))","0.5","","","0.3633698188270101","0.0"
"83","Tom's license plate begins with the number 35.","∃x (Owns(tom, x) ∧ BeginWith(x, num35))","exists x.(LicensePlateOf(x, tom) & BeginsWith(x, number35))","0.5","","","0.14834510734229048","0.0"
"83","If a license plate begins with the number 35, then it does not begin with the number 34.","∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","all x.((BeginsWith35(x) -> -BeginsWith34(x)))","0.0","1.0","0.0","0.21031444120861045","0.0"
"368","If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.","∀x (At(x, marysSchool) ∧ WorkIn(x, studentJob, campus) → NeedToEarnMoneyToHelpPayFor(x, collegeTuition))","(all x.(exists y.((Person(x) & At(x, marysSchool) & WorkIn(x, y) & StudentJob(y) & OnCampus(y))) -> NeedToEarnMoney(x)) -> all x.(NeedToEarnMoney(x) -> HelpPayFor(x, collegeTuition)))","0.0","","","0.1417780315859438","0.0"
